,brand,model,variant,variant_link
112,Volkswagen,Volkswagen Virtus,Virtus Highline,https://www.cardekho.com/overview/Volkswagen_Virtus/Volkswagen_Virtus_Highline.htm
113,Volkswagen,Volkswagen Virtus,Virtus Highline AT,https://www.cardekho.com/overview/Volkswagen_Virtus/Volkswagen_Virtus_Highline_AT.htm
114,Volkswagen,Volkswagen Virtus,Virtus Topline,https://www.cardekho.com/overview/Volkswagen_Virtus/Volkswagen_Virtus_Topline.htm
115,Volkswagen,Volkswagen Virtus,Virtus Topline ES,https://www.cardekho.com/overview/Volkswagen_Virtus/Volkswagen_Virtus_Topline_ES.htm
116,Volkswagen,Volkswagen Virtus,Virtus Topline Sound Edition,https://www.cardekho.com/overview/Volkswagen_Virtus/Volkswagen_Virtus_Topline_Sound_Edition.htm
117,Volkswagen,Volkswagen Virtus,Virtus Topline AT,https://www.cardekho.com/overview/Volkswagen_Virtus/Volkswagen_Virtus_Topline_AT.htm
118,Volkswagen,Volkswagen Virtus,Virtus GT DSG,https://www.cardekho.com/overview/Volkswagen_Virtus/Volkswagen_Virtus_GT_DSG.htm
119,Volkswagen,Volkswagen Virtus,Virtus Topline AT ES,https://www.cardekho.com/overview/Volkswagen_Virtus/Volkswagen_Virtus_Topline_AT_ES.htm
120,Volkswagen,Volkswagen Virtus,Virtus Topline Sound Edition AT,https://www.cardekho.com/overview/Volkswagen_Virtus/Volkswagen_Virtus_Topline_Sound_Edition_AT.htm
121,Volkswagen,Volkswagen Virtus,Virtus GT Plus ES,https://www.cardekho.com/overview/Volkswagen_Virtus/Volkswagen_Virtus_GT_Plus_ES.htm
122,Volkswagen,Volkswagen Virtus,Virtus GT Plus Edge,https://www.cardekho.com/overview/Volkswagen_Virtus/Volkswagen_Virtus_GT_Plus_Edge.htm
123,Volkswagen,Volkswagen Virtus,Virtus GT Plus,https://www.cardekho.com/overview/Volkswagen_Virtus/Volkswagen_Virtus_GT_Plus.htm
124,Volkswagen,Volkswagen Virtus,Virtus GT Plus Edge ES,https://www.cardekho.com/overview/Volkswagen_Virtus/Volkswagen_Virtus_GT_Plus_Edge_ES.htm
125,Volkswagen,Volkswagen Virtus,Virtus GT Plus Edge Matte,https://www.cardekho.com/overview/Volkswagen_Virtus/Volkswagen_Virtus_GT_Plus_Edge_Matte.htm
126,Volkswagen,Volkswagen Virtus,Virtus GT Plus DSG ES,https://www.cardekho.com/overview/Volkswagen_Virtus/Volkswagen_Virtus_GT_Plus_DSG_ES.htm
127,Volkswagen,Volkswagen Virtus,Virtus GT Plus Edge DSG,https://www.cardekho.com/overview/Volkswagen_Virtus/Volkswagen_Virtus_GT_Plus_Edge_DSG.htm
128,Volkswagen,Volkswagen Virtus,Virtus GT Plus DSG,https://www.cardekho.com/overview/Volkswagen_Virtus/Volkswagen_Virtus_GT_Plus_DSG.htm
129,Volkswagen,Volkswagen Virtus,Virtus GT Plus Edge DSG ES,https://www.cardekho.com/overview/Volkswagen_Virtus/Volkswagen_Virtus_GT_Plus_Edge_DSG_ES.htm
130,Volkswagen,Volkswagen Virtus,Virtus GT Plus Edge Matte DSG,https://www.cardekho.com/overview/Volkswagen_Virtus/Volkswagen_Virtus_GT_Plus_Edge_Matte_DSG.htm
131,Volkswagen,Volkswagen Taigun,Taigun 1.0 TSI Comfortline,https://www.cardekho.com/overview/Volkswagen_Taigun/Volkswagen_Taigun_1.0_TSI_Comfortline.htm
132,Volkswagen,Volkswagen Taigun,Taigun 1.0 TSI Highline,https://www.cardekho.com/overview/Volkswagen_Taigun/Volkswagen_Taigun_1.0_TSI_Highline.htm
133,Volkswagen,Volkswagen Taigun,Taigun 1.0 TSI Highline AT,https://www.cardekho.com/overview/Volkswagen_Taigun/Volkswagen_Taigun_1.0_TSI_Highline_AT.htm
134,Volkswagen,Volkswagen Taigun,Taigun 1.0 TSI Topline,https://www.cardekho.com/overview/Volkswagen_Taigun/Volkswagen_Taigun_1.0_TSI_Topline.htm
135,Volkswagen,Volkswagen Taigun,Taigun 1.0 TSI Topline ES,https://www.cardekho.com/overview/Volkswagen_Taigun/Volkswagen_Taigun_1.0_TSI_Topline_ES.htm
136,Volkswagen,Volkswagen Taigun,Taigun 1.0 TSI Topline Sound Edition,https://www.cardekho.com/overview/Volkswagen_Taigun/Volkswagen_Taigun_1.0_TSI_Topline_Sound_Edition.htm
137,Volkswagen,Volkswagen Taigun,Taigun 1.5 TSI GT,https://www.cardekho.com/overview/Volkswagen_Taigun/Volkswagen_Taigun_1.5_TSI_GT.htm
138,Volkswagen,Volkswagen Taigun,Taigun GT Edge Trail Edition,https://www.cardekho.com/overview/Volkswagen_Taigun/Volkswagen_Taigun_GT_Edge_Trail_Edition.htm
139,Volkswagen,Volkswagen Taigun,Taigun 1.5 TSI GT DSG,https://www.cardekho.com/overview/Volkswagen_Taigun/Volkswagen_Taigun_1.5_TSI_GT_DSG.htm
140,Volkswagen,Volkswagen Taigun,Taigun 1.0 TSI Topline AT,https://www.cardekho.com/overview/Volkswagen_Taigun/Volkswagen_Taigun_1.0_TSI_Topline_AT.htm
141,Volkswagen,Volkswagen Taigun,Taigun 1.0 TSI Topline AT ES,https://www.cardekho.com/overview/Volkswagen_Taigun/Volkswagen_Taigun_1.0_TSI_Topline_AT_ES.htm
142,Volkswagen,Volkswagen Taigun,1.0 TSI Topline AT Sound Edition,https://www.cardekho.com/overview/Volkswagen_Taigun/Volkswagen_Taigun_1.0_TSI_Topline_AT_Sound_Edition.htm
143,Volkswagen,Volkswagen Taigun,Taigun 1.5 TSI GT Plus,https://www.cardekho.com/overview/Volkswagen_Taigun/Volkswagen_Taigun_1.5_TSI_GT_Plus.htm
144,Volkswagen,Volkswagen Taigun,Taigun 1.5 GT Plus Edge,https://www.cardekho.com/overview/Volkswagen_Taigun/Volkswagen_Taigun_1.5_GT_Plus_Edge.htm
145,Volkswagen,Volkswagen Taigun,Taigun 1.5 GT Plus Edge Matte,https://www.cardekho.com/overview/Volkswagen_Taigun/Volkswagen_Taigun_1.5_GT_Plus_Edge_Matte.htm
146,Volkswagen,Volkswagen Taigun,Taigun 1.5 TSI GT Plus ES,https://www.cardekho.com/overview/Volkswagen_Taigun/Volkswagen_Taigun_1.5_TSI_GT_Plus_ES.htm
147,Volkswagen,Volkswagen Taigun,Taigun 1.5 GT Plus Edge ES,https://www.cardekho.com/overview/Volkswagen_Taigun/Volkswagen_Taigun_1.5_GT_Plus_Edge_ES.htm
148,Volkswagen,Volkswagen Taigun,Taigun 1.5 GT Plus Edge Matte ES,https://www.cardekho.com/overview/Volkswagen_Taigun/Volkswagen_Taigun_1.5_GT_Plus_Edge_Matte_ES.htm
149,Volkswagen,Volkswagen Taigun,1.5 TSI GT Plus DSG Ventilated Seat,https://www.cardekho.com/overview/Volkswagen_Taigun/Volkswagen_Taigun_1.5_TSI_GT_Plus_DSG_Ventilated_Seat.htm
150,Volkswagen,Volkswagen Taigun,Taigun 1.5 GT Plus Edge DSG,https://www.cardekho.com/overview/Volkswagen_Taigun/Volkswagen_Taigun_1.5_GT_Plus_Edge_DSG.htm
151,Volkswagen,Volkswagen Taigun,Taigun 1.5 GT Plus Edge Matte DSG,https://www.cardekho.com/overview/Volkswagen_Taigun/Volkswagen_Taigun_1.5_GT_Plus_Edge_Matte_DSG.htm
152,Volkswagen,Volkswagen Taigun,Taigun 1.5 TSI GT Plus DSG ES,https://www.cardekho.com/overview/Volkswagen_Taigun/Volkswagen_Taigun_1.5_TSI_GT_Plus_DSG_ES.htm
153,Volkswagen,Volkswagen Taigun,Taigun 1.5 GT Plus Edge DSG ES,https://www.cardekho.com/overview/Volkswagen_Taigun/Volkswagen_Taigun_1.5_GT_Plus_Edge_DSG_ES.htm
154,Volkswagen,Volkswagen Taigun,Taigun 1.5 GT Plus Edge Matte DSG ES,https://www.cardekho.com/overview/Volkswagen_Taigun/Volkswagen_Taigun_1.5_GT_Plus_Edge_Matte_DSG_ES.htm
155,Volkswagen,Volkswagen Tiguan,Tiguan 2.0 TSI Elegance,https://www.cardekho.com/overview/Volkswagen_Tiguan/Volkswagen_Tiguan_2.0_TSI_Elegance.htm
156,Bajaj,Bajaj Qute (RE60),CNG,https://www.cardekho.com/overview/Bajaj_RE60/Bajaj_RE60_Qute_CNG.htm
157,Bentley,Bentley Continental,Continental GT V8,https://www.cardekho.com/overview/Bentley_Continental/Bentley_Continental_GT_V8.htm
158,Bentley,Bentley Continental,Continental GTC V8,https://www.cardekho.com/overview/Bentley_Continental/Bentley_Continental_GTC_V8.htm
159,Bentley,Bentley Continental,Continental GT S V8,https://www.cardekho.com/overview/Bentley_Continental/Bentley_Continental_GT_S_V8.htm
160,Bentley,Bentley Continental,Continental GT Azure V8,https://www.cardekho.com/overview/Bentley_Continental/Bentley_Continental_GT_Azure_V8.htm
161,Bentley,Bentley Continental,Continental GT Speed,https://www.cardekho.com/overview/Bentley_Continental/Bentley_Continental_GT_Speed.htm
162,Bentley,Bentley Continental,Continental GTC S V8,https://www.cardekho.com/overview/Bentley_Continental/Bentley_Continental_GTC_S_V8.htm
163,Bentley,Bentley Continental,Continental GT Speed Edition 12,https://www.cardekho.com/overview/Bentley_Continental/Bentley_Continental_GT_Speed_Edition_12.htm
164,Bentley,Bentley Continental,Continental GTC Azure V8,https://www.cardekho.com/overview/Bentley_Continental/Bentley_Continental_GTC_Azure_V8.htm
165,Bentley,Bentley Continental,Continental GT Mulliner V8,https://www.cardekho.com/overview/Bentley_Continental/Bentley_Continental_GT_Mulliner_V8.htm
166,Bentley,Bentley Continental,Continental GTC Speed,https://www.cardekho.com/overview/Bentley_Continental/Bentley_Continental_GTC_Speed.htm
167,Bentley,Bentley Continental,Continental GTC Speed Edition 12,https://www.cardekho.com/overview/Bentley_Continental/Bentley_Continental_GTC_Speed_Edition_12.htm
168,Bentley,Bentley Continental,Continental GTC Mulliner V8,https://www.cardekho.com/overview/Bentley_Continental/Bentley_Continental_GTC_Mulliner_V8.htm
169,Bentley,Bentley Continental,Continental GT Mulliner W12,https://www.cardekho.com/overview/Bentley_Continental/Bentley_Continental_GT_Mulliner_W12.htm
170,Bentley,Bentley Continental,Continental GTC Mulliner W12,https://www.cardekho.com/overview/Bentley_Continental/Bentley_Continental_GTC_Mulliner_W12.htm
171,Bentley,Bentley Flying Spur,Flying Spur V6 Hybrid,https://www.cardekho.com/overview/Bentley_Flying_Spur/Bentley_Flying_Spur_V6_Hybrid.htm
172,Bentley,Bentley Flying Spur,Flying Spur V8,https://www.cardekho.com/overview/Bentley_Flying_Spur/Bentley_Flying_Spur_V8.htm
173,Bentley,Bentley Flying Spur,Flying Spur V8 Hybrid,https://www.cardekho.com/overview/Bentley_Flying_Spur/Bentley_Flying_Spur_V8_Hybrid.htm
174,Bentley,Bentley Flying Spur,Flying Spur S V8,https://www.cardekho.com/overview/Bentley_Flying_Spur/Bentley_Flying_Spur_S_V8.htm
175,Bentley,Bentley Flying Spur,Flying Spur S Hybrid,https://www.cardekho.com/overview/Bentley_Flying_Spur/Bentley_Flying_Spur_S_Hybrid.htm
176,Bentley,Bentley Flying Spur,Flying Spur Hybrid Azure,https://www.cardekho.com/overview/Bentley_Flying_Spur/Bentley_Flying_Spur_Hybrid_Azure.htm
177,Bentley,Bentley Flying Spur,Flying Spur V8 Azure,https://www.cardekho.com/overview/Bentley_Flying_Spur/Bentley_Flying_Spur_V8_Azure.htm
178,Bentley,Bentley Flying Spur,Flying Spur W12 Speed,https://www.cardekho.com/overview/Bentley_Flying_Spur/Bentley_Flying_Spur_W12_Speed.htm
179,Bentley,Bentley Flying Spur,Flying Spur Speed Edition 12,https://www.cardekho.com/overview/Bentley_Flying_Spur/Bentley_Flying_Spur_Speed_Edition_12.htm
180,Bentley,Bentley Flying Spur,Flying Spur Mulliner V8,https://www.cardekho.com/overview/Bentley_Flying_Spur/Bentley_Flying_Spur_Mulliner_V8.htm
181,Bentley,Bentley Flying Spur,Flying Spur Mulliner W12,https://www.cardekho.com/overview/Bentley_Flying_Spur/Bentley_Flying_Spur_Mulliner_W12.htm
182,Bentley,Bentley Bentayga,Bentayga V8,https://www.cardekho.com/overview/Bentley_Bentayga/Bentley_Bentayga_V8.htm
183,Bentley,Bentley Bentayga,Bentayga EWB,https://www.cardekho.com/overview/Bentley_Bentayga/Bentley_Bentayga_EWB.htm
184,Bentley,Bentley Bentayga,Bentayga S,https://www.cardekho.com/overview/Bentley_Bentayga/Bentley_Bentayga_S.htm
185,Bentley,Bentley Bentayga,Bentayga Azure,https://www.cardekho.com/overview/Bentley_Bentayga/Bentley_Bentayga_Azure.htm
186,Bentley,Bentley Bentayga,Bentayga EWB Azure FIRST EDITION,https://www.cardekho.com/overview/Bentley_Bentayga/Bentley_Bentayga_EWB_Azure_FIRST_EDITION.htm
187,BYD,BYD E6,E6 Electric,https://www.cardekho.com/overview/BYD_E6/BYD_E6_Electric.htm
188,BYD,BYD Atto 3,Atto 3 Electric,https://www.cardekho.com/overview/BYD_Atto_3/BYD_Atto_3_Electric.htm
189,BYD,BYD Atto 3,Atto 3 Special Edition,https://www.cardekho.com/overview/BYD_Atto_3/BYD_Atto_3_Special_Edition.htm
190,Force,Force Gurkha,Gurkha 2.6 Diesel,https://www.cardekho.com/overview/Force_Gurkha/Force_Gurkha_2.6_Diesel.htm
191,Jaguar,Jaguar F-Pace,F-Pace 2.0 R-Dynamic S,https://www.cardekho.com/overview/Jaguar_F-Pace/Jaguar_F-Pace_2.0_R-Dynamic_S.htm
192,Jaguar,Jaguar F-Pace,F-Pace 2.0 R-Dynamic S Diesel,https://www.cardekho.com/overview/Jaguar_F-Pace/Jaguar_F-Pace_2.0_R-Dynamic_S_Diesel.htm
193,Jaguar,Jaguar F-TYPE,F-TYPE 2.0 coupe R-Dynamic,https://www.cardekho.com/overview/Jaguar_F-TYPE/Jaguar_F-TYPE_2.0_coupe_R-Dynamic.htm
194,Jaguar,Jaguar F-TYPE,F-TYPE 5.0 l V8 Coupe R-Dynamic,https://www.cardekho.com/overview/Jaguar_F-TYPE/Jaguar_F-TYPE_5.0_l_V8_Coupe_R-Dynamic.htm
195,Jaguar,Jaguar F-TYPE,F-TYPE 5.0 l V8 Convertible R-Dynamic,https://www.cardekho.com/overview/Jaguar_F-TYPE/Jaguar_F-TYPE_5.0_l_V8_Convertible_R-Dynamic.htm
196,Jaguar,Jaguar I-Pace,I-Pace HSE,https://www.cardekho.com/overview/Jaguar_I-Pace/Jaguar_I-Pace_HSE.htm
197,Lamborghini,Lamborghini Urus,Urus S,https://www.cardekho.com/overview/Lamborghini_Urus/Lamborghini_Urus_S.htm
198,Lamborghini,Lamborghini Urus,Urus Performante,https://www.cardekho.com/overview/Lamborghini_Urus/Lamborghini_Urus_Performante.htm
199,Lamborghini,Lamborghini Revuelto,Revuelto LB 744,https://www.cardekho.com/overview/Lamborghini_Revuelto/Lamborghini_Revuelto_LB_744.htm
200,Lamborghini,Lamborghini Huracan EVO,Huracan EVO Spyder,https://www.cardekho.com/overview/Lamborghini_Huracan_EVO/Lamborghini_Huracan_EVO_Spyder.htm
201,Lamborghini,Lamborghini Huracan EVO,Huracan EVO Tecnica,https://www.cardekho.com/overview/Lamborghini_Huracan_EVO/Lamborghini_Huracan_EVO_Tecnica.htm
202,Lamborghini,Lamborghini Huracan EVO,Huracan EVO Sterrato,https://www.cardekho.com/overview/Lamborghini_Huracan_EVO/Lamborghini_Huracan_EVO_Sterrato.htm
203,Lamborghini,Lamborghini Huracan EVO,Huracan EVO STO,https://www.cardekho.com/overview/Lamborghini_Huracan_EVO/Lamborghini_Huracan_EVO_STO.htm
204,Lotus,Lotus Eletre,Eletre Base,https://www.cardekho.com/overview/Lotus_Eletre/Lotus_Eletre_Base.htm
205,Lotus,Lotus Eletre,Eletre S,https://www.cardekho.com/overview/Lotus_Eletre/Lotus_Eletre_S.htm
206,Lotus,Lotus Eletre,Eletre R,https://www.cardekho.com/overview/Lotus_Eletre/Lotus_Eletre_R.htm
207,Mclaren,Mclaren GT,GT V8,https://www.cardekho.com/overview/Mclaren_GT/Mclaren_GT_V8.htm
208,Mclaren,Mclaren 750S,750S Coupe,https://www.cardekho.com/overview/Mclaren_750S/Mclaren_750S_Coupe.htm
209,Mini,Mini Cooper Countryman,Cooper Countryman S JCW Inspired,https://www.cardekho.com/overview/Mini_Cooper_Countryman/Mini_Cooper_Countryman_S_JCW_Inspired.htm
210,Mini,Mini Cooper Countryman,Cooper Countryman Shadow Edition,https://www.cardekho.com/overview/Mini_Cooper_Countryman/Mini_Cooper_Countryman_Shadow_Edition.htm
211,Mini,Mini Cooper 3 DOOR,3 DOOR S,https://www.cardekho.com/overview/Mini_3_DOOR/Mini_3_DOOR_S.htm
212,Mini,Mini Cooper SE,Cooper SE Electric,https://www.cardekho.com/overview/Mini_Cooper_SE/Mini_Cooper_SE_Electric.htm
213,PMV,PMV EaS E,EaS E Electric,https://www.cardekho.com/overview/PMV_EaS_E/PMV_EaS_E_Electric.htm
214,Pravaig,Pravaig DEFY,DEFY Hacker Edition,https://www.cardekho.com/overview/Pravaig_DEFY/Pravaig_DEFY_Hacker_Edition.htm
